accn|cik|entityName|loc|end|val
0001140361-19-013887|1378992|BERRY GLOBAL GROUP, INC.|US-IN|2019-06-29|584000000
0001493152-19-013986|1381105|PLASTIC2OIL, INC.|US-NY|2019-06-30|1873642
0001493152-19-014335|1381240|GSRX INDUSTRIES INC.|PR-|2019-06-30|533784
0001493152-19-012808|1381435|GIGGLES N' HUGS, INC.|US-CA|2019-06-30|677260
0001213900-20-006660|1381871|CRUZANI, INC.|US-CT|2019-06-30|296817
0001564590-19-031883|1382101|SUTRO BIOPHARMA, INC.|US-CA|2019-06-30|4516000
0001493152-19-015702|1382231|FORTEM RESOURCES INC.|CA-BC|2019-05-31|1091406
0001493152-19-011159|1382574|TRxADE HEALTH, INC.|US-FL|2019-06-30|763143
0001382821-19-000115|1382821|Redfin Corporation|US-WA|2019-06-30|4217000
0001091818-20-000224|1382943|PREDICTIVE TECHNOLOGY GROUP, INC.|US-UT|2019-06-30|4943178
0001383312-20-000055|1383312|BROADRIDGE FINANCIAL SOLUTIONS, INC.|US-NY|2019-06-30|133700000
0001383650-19-000027|1383650|CHENIERE ENERGY PARTNERS, L.P.|US-TX|2019-06-30|74000000
0001384101-19-000100|1384101|VERACYTE, INC.|US-CA|2019-06-30|4061000
0001185185-19-001303|1384135|LITHIUM & BORON TECHNOLOGY, INC.|CN-|2019-06-30|1140871
0001104659-20-034179|1384195|RING ENERGY, INC.|US-TX|2019-06-30|67258467
0001384905-19-000015|1384905|RINGCENTRAL, INC.|US-CA|2019-06-30|21161000
0001558370-19-006392|1385157|TE CONNECTIVITY LTD.|CH-|2019-06-28|1438000000
0001193125-19-203240|1385292|MONOTYPE IMAGING HOLDINGS INC.|US-MA|2019-06-30|1748000
0001214659-19-005022|1385662|Ridgewood Energy V Fund, LLC|US-NJ|2019-06-30|176000
0001654954-20-010891|1385818|AYTU BIOPHARMA, INC.|US-CO|2019-06-30|2133522
0001564590-19-034183|1385867|COUPA SOFTWARE INC|US-CA|2019-07-31|2903000
0001445866-19-000989|1386049|Beyond Commerce, Inc.|US-NV|2019-06-30|158731
0001386278-19-000048|1386278|GREEN DOT CORP|US-CA|2019-06-30|35015000
0001654954-19-008973|1386570|CHROMADEX CORPORATION|US-CA|2019-06-30|9323000
0001387467-20-000047|1387467|Alpha and Omega Semiconductor Limited|BM-|2019-06-30|94384000
0001185185-19-001082|1388319|U.S. STEM CELL, INC.|US-FL|2019-06-30|1106780
0001388430-19-000010|1388430|CAI International, Inc.|US-CA|2019-06-30|8225000
0001564590-19-028872|1388658|iRhythm Technologies, Inc.|US-CA|2019-06-30|3628000
0001140361-19-014606|1389002|MARIN SOFTWARE INC|US-CA|2019-06-30|1911000
0001389050-19-000053|1389050|ARCHROCK, INC.|US-TX|2019-06-30|58759000
0001262463-19-000417|1389518|CLUBHOUSE MEDIA GROUP, INC.|US-NV|2019-06-30|100
0001437749-19-015688|1389545|NovaBay Pharmaceuticals, Inc.|US-CA|2019-06-30|356000
0001390478-19-000045|1390478|SELLAS Life Sciences Group, Inc.|US-NY|2019-06-30|3762000
0001390844-19-000013|1390844|WABCO HOLDINGS INC.|US-MI|2019-06-30|224700000
0001391127-19-000130|1391127|Limelight Networks, Inc.|US-AZ|2019-06-30|14346000
0001392091-19-000074|1392091|BLUEKNIGHT ENERGY PARTNERS, L.P.|US-OK|2019-06-30|3793000
0000890163-19-000036|1392545|Lightning Gaming, Inc.|-|2019-06-30|145575
0001392972-19-000110|1392972|PROS Holdings, Inc.|US-TX|2019-06-30|6948000
0001628280-19-011445|1393052|Veeva Systems Inc.|US-CA|2019-07-31|8613000
0001558370-19-007462|1393434|Ocular Therapeutix, Inc.|US-MA|2019-06-30|4044000
0001654954-19-009629|1393772|WEED, INC.|US-AZ|2019-06-30|319416
0001564590-19-030781|1394056|ONE STOP SYSTEMS, INC.|US-CA|2019-06-30|3143232
0001394156-19-000059|1394156|DIVERSIFIED RESTAURANT HOLDINGS, INC.|US-MI|2019-06-30|3787837
0001558370-19-007905|1395848|ADESTO TECHNOLOGIES CORP|US-CA|2019-06-30|18592000
0001564590-19-030067|1395937|Syndax Pharmaceuticals Inc|US-MA|2019-06-30|2276000
0001395942-19-000099|1395942|KAR Auction Services, Inc.|US-IN|2019-06-30|847100000
0001558370-19-007312|1396033|Lumber Liquidators Holdings, Inc.|US-VA|2019-06-30|67826000
0001553350-19-000834|1396536|Duos Technologies Group, Inc.|US-FL|2019-06-30|897246
0001445866-19-000978|1396633|SUMMER ENERGY HOLDINGS INC|US-TX|2019-06-30|1371517
0001396814-19-000023|1396814|PACIRA BIOSCIENCES, INC.|US-FL|2019-06-30|13347000
0001493152-19-012066|1397016|OPTEX SYSTEMS HOLDINGS, INC.|US-TX|2019-06-30|861000
0001213900-19-015334|1397047|FlexShopper, Inc.|US-FL|2019-06-30|2571890
0001397187-19-000064|1397187|lululemon athletica inc.|CA-BC|2019-08-04|110513000
0001397702-19-000015|1397702|SILK ROAD MEDICAL, INC.|US-CA|2019-06-30|1189000
0001493152-19-015129|1398529|GREENKRAFT, INC.|US-CA|2019-06-30|51217
0001564590-19-031265|1398659|GENPACT LIMITED|BM-|2019-06-30|24398000
0001140361-19-014361|1398733|Aquestive Therapeutics, Inc.|US-NJ|2019-06-30|20034000
0001683168-19-002637|1398805|Beam Global|US-CA|2019-06-30|656080
0001398987-19-000189|1398987|REALOGY HOLDINGS CORP.|US-NJ|2019-06-30|198000000
0001399306-19-000059|1399306|BREWBILT BREWING COMPANY|US-CA|2019-06-30|344808
0001477932-19-005019|1399352|COOL TECHNOLOGIES, INC.|US-FL|2019-06-30|1518728
0001558370-19-007699|1399520|ONE GROUP HOSPITALITY, INC.|US-CO|2019-06-30|6109000
0001399529-19-000028|1399529|Dicerna Pharmaceuticals Inc|US-MA|2019-06-30|5636000
0001654954-19-010917|1399855|NATIONAL AMERICAN UNIVERSITY HOLDINGS, INC.|US-SD|2019-05-31|2763000
0001104659-20-105251|1399935|FRANCESCA'S HOLDINGS CORP|US-TX|2019-08-03|18773000
0001761088-19-000099|1400683|STWC. HOLDINGS, INC.|US-CO|2019-07-31|324065
0001400891-19-000011|1400891|IHEARTMEDIA, INC.|US-TX|2019-06-30|47885000
0001437749-19-016595|1401040|DiaMedica Therapeutics Inc.|US-MN|2019-06-30|262000
0001401257-19-000111|1401257|FORUM ENERGY TECHNOLOGIES, INC.|US-TX|2019-06-30|137819000
0001564590-19-031182|1401667|PUMA BIOTECHNOLOGY, INC.|US-CA|2019-06-30|15071000
0001401680-19-000013|1401680|Cornerstone OnDemand Inc|US-CA|2019-06-30|15843000
0001401708-19-000168|1401708|NANOSTRING TECHNOLOGIES, INC.|US-WA|2019-06-30|6132000
0001654954-19-010764|1401835|STAR GOLD CORP.|US-ID|2019-07-31|50380
0001654954-19-009672|1402328|SUNSHINE BIOPHARMA, INC|CA-|2019-06-30|84377
0001564590-19-029931|1402436|SS&C TECHNOLOGIES HOLDINGS, INC.|US-CT|2019-06-30|51800000
0001213900-19-014729|1402479|MEDAVAIL HOLDINGS, INC.|CA-ON|2019-06-30|126000
0001403161-19-000030|1403161|VISA INC.|US-CA|2019-06-30|150000000
0001403431-19-000073|1403431|HERITAGE-CRYSTAL CLEAN, INC.|US-IL|2019-06-15|38323000
0001558370-20-010881|1403568|ULTA BEAUTY, INC.|US-IL|2019-08-03|450117000
0001493152-21-015143|1403570|QUANTUM MATERIALS CORP.|-|2019-06-30|1629741
0001553350-19-000809|1403676|GELTECH SOLUTIONS, INC.|US-FL|2019-06-30|213335
0001403853-19-000028|1403853|Nuverra Environmental Solutions, Inc.|US-TX|2019-06-30|7052000
0001562762-20-000207|1404079|SAMSON OIL & GAS LTD|AU-|2019-06-30|8121217
0001564590-19-031785|1404281|ELEDON PHARMACEUTICALS, INC.|US-CA|2019-06-30|753000
0001564590-19-029455|1404655|HubSpot, Inc.|US-MA|2019-06-30|13264000
0001564590-19-031264|1405073|APPROACH RESOURCES INC|US-TX|2019-06-30|3099000
0001515971-19-000123|1405660|ALTERNATIVE INVESTMENT CORP|US-NY|2019-06-30|159452
0001406666-19-000091|1406666|Calix, Inc|US-CA|2019-06-29|37522000
0001052918-20-000342|1407583|BUNKER HILL MINING CORP.|CA-ON|2019-06-30|3421625
0001477932-19-004706|1407878|DIGITAL LOCATIONS, INC.|US-CA|2019-06-30|209448
0001408075-19-000025|1408075|GRAPHIC PACKAGING HOLDING CO|US-GA|2019-06-30|644700000
0001564590-19-027845|1408198|MSCI INC.|US-NY|2019-06-30|3489000
0001408278-19-000015|1408278|SYNACOR, INC.|US-NY|2019-06-30|17096000
0001409171-19-000059|1409171|TITAN MACHINERY INC.|US-ND|2019-07-31|18928000
0001683168-21-002391|1409175|MOTOS AMERICA, INC.|US-UT|2019-07-31|75777
0001564590-19-032161|1409269|VENUS CONCEPT INC.|CA-ON|2019-06-30|5905000
0001564590-19-028788|1409375|Orion Energy Systems, Inc.|US-WI|2019-06-30|26862000
0001214659-19-005023|1409947|Ridgewood Energy W Fund, LLC|US-NJ|2019-06-30|291000
0001654954-19-009628|1410098|CORMEDIX INC.|US-NJ|2019-06-30|906084
0001213900-19-015796|1410172|RUBICON TECHNOLOGY, INC.|US-IL|2019-06-30|367000
0001410384-19-000113|1410384|Q2 HOLDINGS, INC.|US-TX|2019-06-30|8357000
0001410636-19-000147|1410636|American Water Works Company, Inc.|US-NJ|2019-06-30|140000000
0001437749-19-016860|1411036|CLEANTECH BIOFUELS, INC.|US-MO|2019-06-30|425522
0001411207-19-000164|1411207|ALLISON TRANSMISSION HOLDINGS, INC.|US-IN|2019-06-30|208000000
0001411579-19-000047|1411579|AMC ENTERTAINMENT HOLDINGS, INC.|US-KS|2019-06-30|423200000
0001654954-19-009386|1411685|VistaGen Therapeutics, Inc.|US-CA|2019-06-30|933900
0001558370-20-008562|1411688|Container Store Group, Inc.|US-TX|2019-06-29|55387000
0001628280-19-010447|1411690|Bionano Genomics, Inc.|US-CA|2019-06-30|3617836
0001213900-19-015957|1412126|REMSLEEP HOLDINGS, INC.|US-FL|2019-06-30|240754
0001412270-19-000039|1412270|CARE.COM INC|US-MA|2019-06-29|461000
0001193125-19-265826|1412408|PHREESIA, INC.|US-NC|2019-07-31|10979101
0001493152-19-011952|1412486|Cocrystal Pharma, Inc.|US-WA|2019-06-30|1071000
0001662252-19-000053|1412659|Regenicin, Inc.|US-NJ|2019-06-30|127689
0001413329-19-000055|1413329|Philip Morris International Inc.|US-NY|2019-06-30|1708000000
0001079974-19-000348|1413488|CANNABIS GLOBAL, INC.|-|2019-05-31|0
0001413507-19-000126|1413507|SRC ENERGY INC.|US-CO|2019-06-30|76648000
0001413898-20-000028|1413898|DallasNews CORPORATION|US-TX|2019-06-30|6062000
0001493152-19-012857|1413909|DSG GLOBAL, INC.|CA-|2019-06-30|1190174
0001477932-20-006149|1414382|Concrete Leveling Systems, Inc.|US-OH|2019-07-31|16836
0001415301-19-000091|1415301|DEL FRISCO'S RESTAURANT GROUP, INC.|US-TX|2019-06-25|38368000
0001654954-20-009483|1415684|MusclePharm Corporation|US-NV|2019-06-30|24391000
0001654954-20-011604|1415744|NORTHERN MINERALS & EXPLORATION LTD.|US-UT|2019-07-31|63959
0001193125-19-216855|1415921|NAVIOS MARITIME PARTNERS L.P.|MC-|2019-06-30|4077000
0001493152-20-009726|1416090|Inception Mining Inc.|US-UT|2019-06-30|697378
0001417398-19-000029|1417398|HILLENBRAND, INC.|US-IN|2019-06-30|224500000
0001654954-19-009603|1417663|SANUWAVE Health, Inc.|US-NV|2019-06-30|1456727
0001185185-19-001150|1417926|INVO BIOSCIENCE, INC.|US-FL|2019-06-30|528640
0001564590-19-027504|1418091|Twitter, Inc.|US-CA|2019-06-30|206282000
0001418100-19-000089|1418100|AVAYA HOLDINGS CORP.|US-NC|2019-06-30|292000000
0001477932-21-000333|1418115|HEALTHCARE SOLUTIONS MANAGEMENT GROUP, INC.|US-NY|2019-06-30|95970
0001418135-19-000054|1418135|Keurig Dr Pepper Inc.|US-MA|2019-06-30|2909000000
0001575872-19-000222|1418302|Renewable Energy Acquisition Corp.|US-MN|2019-06-30|35286
0001493152-19-012457|1418780|COLORSTARS GROUP|US-CA|2019-06-30|88
0001418819-19-000015|1418819|Iridium Communications Inc.|US-VA|2019-06-30|12492000
0001564590-19-030897|1419041|FORTE BIOSCIENCES, INC.|US-CA|2019-06-30|2501000
0001078782-19-000680|1419051|THERAPEUTIC SOLUTIONS INTERNATIONAL, INC.|US-ID|2019-06-30|322174
0001558370-19-006842|1419242|ATLANTIC POWER CORPORATION|US-MA|2019-06-30|2400000
0001493152-19-012340|1419554|Bone Biologics Corporation|US-MA|2019-06-30|178236
0001564590-19-029323|1419600|Flexion Therapeutics, Inc.|US-MA|2019-06-30|11084000
0001178913-19-002129|1419612|SOLAREDGE TECHNOLOGIES, INC.|IL-|2019-06-30|116795000
0001628280-19-010835|1419945|TEEKAY TANKERS LTD.|-|2019-06-30|47532000
0001564590-19-026254|1420302|LOGMEIN, INC.|US-MA|2019-06-30|50805000
0001683168-19-002518|1420520|ATOMERA INCORPORATED|US-CA|2019-06-30|211000
0001564590-19-029328|1420565|AILERON THERAPEUTICS INC|US-MA|2019-06-30|1719000
0001104659-20-114567|1420720|iBio, Inc.|US-TX|2019-06-30|1001000
0001420800-19-000017|1420800|Colfax CORP|US-DE|2019-06-28|399812000
0001421182-19-000015|1421182|VERSO CORP|US-OH|2019-06-30|210000000
0001213900-19-017937|1421204|REBUS HOLDINGS, INC.|US-CA|2019-06-30|2266000
0001421517-19-000048|1421517|Energy Recovery, Inc.|US-CA|2019-06-30|1459000
0001213900-19-015378|1421636|C-BOND SYSTEMS, INC.|US-TX|2019-06-30|696919
0001165527-19-000126|1421907|TRIDENT BRANDS INCORPORATED|US-WI|2019-05-31|1625071
0001213900-19-015760|1422141|ZETA ACQUISITION CORP I|-|2019-06-30|2500
0001564590-19-030747|1422142|AADI BIOSCIENCE, INC.|US-CA|2019-06-30|511190
0001564590-19-027967|1422143|KURA ONCOLOGY, INC.|US-CA|2019-06-30|3556000
0001558370-19-007489|1422841|AQUAVENTURE HOLDINGS LTD|VG-|2019-06-30|8451000
0001213900-20-031118|1422892|SINO-GLOBAL SHIPPING AMERICA, LTD.|US-NY|2019-06-30|567619
0001423221-19-000012|1423221|QUANEX BUILDING PRODUCTS CORPORATION|US-TX|2019-07-31|52602000
0001445866-19-000991|1423325|INCOMING, INC.|US-NY|2019-06-30|188964
0001213900-21-004842|1423579|LEGACYXCHANGE, INC.|US-FL|2019-06-30|138153
0001213900-19-015584|1423723|QHY GROUP|US-NY|2019-06-30|212115
0001423774-19-000093|1423774|Zuora, Inc|US-CA|2019-07-31|959000
0001564590-19-029315|1423824|ALDER BIOPHARMACEUTICALS INC|US-WA|2019-06-30|7722000
0001213900-19-014792|1424657|CUENTAS, INC.|US-FL|2019-06-30|1395000
0001493152-19-011972|1424768|VYCOR MEDICAL, INC|US-FL|2019-06-30|154672
0001424844-19-000008|1424844|SOUTHWEST IOWA RENEWABLE ENERGY, LLC|US-IA|2019-06-30|2984000
0001424929-19-000063|1424929|Fox Factory Holding Corp.|US-GA|2019-06-28|70602000
0001144204-19-037248|1425205|IOVANCE BIOTHERAPEUTICS, INC.|US-CA|2019-06-30|12782000
0001628280-19-013077|1425287|WORKHORSE GROUP INC.|US-OH|2019-06-30|2010333
0001014897-19-000138|1425289|BRIGHTLANE CORP.|US-TX|2019-06-30|95780
0001425292-19-000029|1425292|CVR PARTNERS, LP|US-TX|2019-06-30|21340000
0001425450-19-000083|1425450|OrthoPediatrics Corp.|US-IN|2019-06-30|6000000
0001144204-19-039527|1425565|REAL GOODS SOLAR, INC.|US-CO|2019-06-30|2444000
0001477932-20-000466|1425627|SOBR Safe, Inc.|US-CO|2019-06-30|163097
0001564590-19-031496|1426332|NGM BIOPHARMACEUTICALS, INC.|US-CA|2019-06-30|3164000
0001144204-19-039696|1426506|SMG Industries Inc.|US-TX|2019-06-30|2423810
0001427570-19-000083|1427570|RESHAPE LIFESCIENCES INC.|US-CA|2019-06-30|1082000
0001437749-19-015505|1427925|ACELRX PHARMACEUTICALS, INC.|US-CA|2019-06-30|2334000
0001428336-19-000021|1428336|HEALTHEQUITY, INC.|US-UT|2019-07-31|2740000
0001564590-19-031292|1428439|Roku, Inc.|US-CA|2019-06-30|62002000
0001628280-19-010286|1428522|RADIUS HEALTH, INC.|US-MA|2019-06-30|6041000
0001493152-19-012380|1428765|GREEN ENVIROTECH HOLDINGS CORP.|US-NC|2019-06-30|834682
0001428875-19-000078|1428875|TERMINIX GLOBAL HOLDINGS, INC.|US-TN|2019-06-30|115000000
0001558370-19-007366|1429560|TREVENA, INC.|US-PA|2019-06-30|403000
0001493152-19-012332|1429764|BLINK CHARGING CO.|US-FL|2019-06-30|2232517
0001387131-19-005974|1430306|TONIX PHARMACEUTICALS HOLDING CORP.|US-NJ|2019-06-30|1044000
0001477932-20-003547|1430319|C & C TOURS, INC.|US-UT|2019-06-30|11000
0000919574-19-004985|1430725|Global Ship Lease, Inc.|GB-|2019-06-30|8043000
0001493152-19-012204|1431934|OWC PHARMACEUTICAL RESEARCH CORP.|IL-|2019-06-30|104000
0001654954-19-009175|1431959|Meta Materials Inc.|CA-NS|2019-06-30|741853
0001562884-19-000030|1432939|CREDEX CORPORATION|US-FL|2019-06-30|200
0001433195-19-000059|1433195|AppFolio, Inc.|US-CA|2019-06-30|1579000
0001558370-19-006667|1433270|ANTERO RESOURCES CORPORATION|US-CO|2019-06-30|44758000
0001433660-19-000023|1433660|John Bean Technologies Corporation|US-IL|2019-06-30|189100000
0001433714-19-000031|1433714|CASTLIGHT HEALTH, INC.|US-CA|2019-06-30|11355000
0001214659-19-005021|1434070|Ridgewood Energy Y Fund, LLC|US-NJ|2019-06-30|365000
0001144204-19-040616|1434110|PLEDGE PETROLEUM CORP|US-TX|2019-06-30|321002
0001564590-19-029333|1434316|FATE THERAPEUTICS, INC.|US-CA|2019-06-30|5410000
0001564590-19-030102|1434418|CONSTELLATION PHARMACEUTICALS INC|US-MA|2019-06-30|6387000
0001144204-19-040072|1434524|CLEARSIGN TECHNOLOGIES CORPORATION|US-WA|2019-06-30|946000
0001558370-19-007238|1434588|Grand Canyon Education, Inc.|US-AZ|2019-06-30|18273000
0001322410-20-000020|1434601|Marquie Group, Inc.|-|2019-05-31|21085
0001549727-20-000038|1434674|China Media Inc.|CN-|2019-06-30|8924
0001434728-19-000203|1434728|Global Water Resources, Inc.|US-AZ|2019-06-30|715000
0001434842-19-000033|1434842|FORBES ENERGY SERVICES LTD.|US-TX|2019-06-30|9955000
0001410578-19-000732|1434868|Esperion Therapeutics, Inc.|US-MI|2019-06-30|28404000
0001564590-19-027956|1435049|Chinook Therapeutics, Inc.|US-WA|2019-06-30|1000000
0001493152-19-013047|1435064|Cemtrex Inc.|US-NY|2019-06-30|9887828
0001273511-19-000068|1435181|PHARMAGREEN BIOTECH INC.|CA-BC|2019-06-30|815932
0001731122-19-000476|1435375|XG SCIENCES INC|-|2019-06-30|666718
0001436126-19-000033|1436126|Mistras Group, Inc.|US-NJ|2019-06-30|18840000
0001558370-19-008160|1436208|LEGACY HOUSING CORPORATION|US-TX|2019-06-30|3760000
0001437106-19-000054|1437106|ASCENT CAPITAL GROUP, INC.|US-CO|2019-06-30|173000
0001437107-19-000039|1437107|Discovery, Inc.|US-NY|2019-06-30|325000000
0001193125-19-217406|1437226|MASTECH DIGITAL, INC.|US-PA|2019-06-30|3909000
0001193125-19-242982|1437260|NAVIOS MARITIME ACQUISITION CORPORATION|-|2019-06-30|11182000
0001564590-19-031059|1437352|Everbridge, Inc.|US-MA|2019-06-30|5126000
0001558370-19-007809|1437402|ARDELYX, INC.|US-MA|2019-06-30|1260000
0001213900-19-018309|1437491|Ecoark Holdings, Inc.|US-TX|2019-06-30|1292000
0001437557-19-000070|1437557|LILIS ENERGY, INC.|US-TX|2019-06-30|32088000
0001438133-19-000008|1438133|Tandem Diabetes Care, Inc.|US-CA|2019-06-30|9268000
0001558370-19-007501|1438423|Everspin Technologies, Inc.|US-AZ|2019-06-30|2197000
0001438533-19-000024|1438533|TRAVERE THERAPEUTICS, INC.|US-CA|2019-06-30|12519000
0001564590-19-031515|1438731|ALJ Regional Holdings, Inc.|US-NY|2019-06-30|12306000
0001213900-19-024805|1438901|THE 4LESS GROUP, INC.|US-NV|2019-07-31|344370
0001439222-19-000017|1439222|AGIOS PHARMACEUTICALS, INC.|US-MA|2019-06-30|15435000
0001439288-19-000118|1439288|ZURN WATER SOLUTIONS CORPORATION|US-WI|2019-06-30|179900000
0001564590-19-028029|1439404|Zynga Inc|US-CA|2019-06-30|21909000
0001440024-19-000033|1440024|ROADRUNNER TRANSPORTATION SYSTEMS, INC.|US-WI|2019-06-30|132549000
0001096906-20-000263|1440153|Bakhu Holdings, Corp.|US-CA|2019-07-31|5208
0001477932-19-005393|1440799|MMEX RESOURCES CORPORATION|US-TX|2019-07-31|690344
0001477932-20-005313|1441082|THE HEALING COMPANY INC.|US-NV|2019-06-30|7725
0001441683-19-000129|1441683|Appian Corporation|US-VA|2019-06-30|10173000
0001493152-19-011950|1441693|Marrone Bio Innovations, Inc.|US-CA|2019-06-30|2268000
0001493152-19-012543|1441769|DIRECTVIEW HOLDINGS INC|US-FL|2019-06-30|665094
0001441816-19-000187|1441816|MONGODB, INC.|US-NY|2019-07-31|2658000
0001104659-19-050758|1441849|CLOUD PEAK ENERGY INC.|US-WY|2019-06-30|31780000
0001564590-19-032125|1442236|QUEST RESOURCE HOLDING CORPORATION|US-TX|2019-06-30|12895242
0001199835-20-000228|1442492|Laredo Oil, Inc.|US-TX|2019-05-31|11690
0001558370-19-007600|1442836|MERSANA THERAPEUTICS, INC.|US-MA|2019-06-30|6517000
0001683168-20-003074|1443089|WEARABLE HEALTH SOLUTIONS, INC.|CA-ON|2019-06-30|222924
0001437749-19-014903|1443669|PROTO LABS, INC.|US-MN|2019-06-30|21230000
0001477932-19-004832|1443863|BioCorRx Inc.|US-CA|2019-06-30|485277
0001564590-19-030876|1444380|Nevro Corp.|US-CA|2019-06-30|23150000
0001091818-19-000246|1444839|BRAVO MULTINATIONAL INCORPORATED|US-VA|2019-06-30|1578126
0001185185-19-001111|1445109|CLEAN COAL TECHNOLOGIES, INC.|US-NY|2019-06-30|1042105
0001564590-19-030053|1445283|YUMANITY THERAPEUTICS, INC.|US-MA|2019-06-30|3160000
0001445305-19-000098|1445305|WORKIVA INC|US-IA|2019-06-30|4768000
0001171843-19-005561|1446159|Predictive Oncology Inc.|US-MN|2019-06-30|3538832
0001558370-19-006578|1446847|IRONWOOD PHARMACEUTICALS INC|US-MA|2019-06-30|7872000
0001447362-19-000011|1447362|Castle Biosciences, Inc.|US-TX|2019-06-30|2084910
0001445866-19-000998|1447380|Mobivity Holdings Corp.|US-AZ|2019-06-30|2729110
0001447599-19-000030|1447599|FITBIT, INC.|US-CA|2019-06-29|157204000
0001447669-19-000017|1447669|Twilio Inc.|US-CA|2019-06-30|29361000
0001448056-19-000037|1448056|New Relic, Inc.|US-CA|2019-06-30|14513000
0000919574-19-004859|1448397|Seanergy Maritime Holdings Corp.|-|2019-06-30|14579000
0001445866-20-001527|1448558|GROW CAPITAL, INC.|US-NV|2019-06-30|329980
0001393905-19-000240|1448597|AUGUSTA GOLD CORP.|CA-BC|2019-06-30|13960
0001493152-19-013018|1448695|SYLIOS CORP|US-FL|2019-06-30|61358
0001553350-19-000860|1448705|Basanite, Inc.|US-FL|2019-06-30|233764
0001449488-19-000010|1449488|CSI Compressco LP|US-TX|2019-06-30|42578000
0001213900-19-019346|1451448|ESPORTS ENTERTAINMENT GROUP, INC.|MT-|2019-06-30|310968
0001451505-19-000075|1451505|Transocean Ltd|CH-|2019-06-30|276000000
0001213900-20-013872|1451797|ANCHORAGE INTERNATIONAL HOLDINGS CORP.|US-TN|2019-06-30|73828
0001199835-22-000812|1452804|PEAK PHARMACEUTICALS, INC.|-|2019-06-30|155672
0001452857-19-000022|1452857|STEEL PARTNERS HOLDINGS L.P.|US-NY|2019-06-30|113802000
0001493152-19-012537|1452872|ARC Group, Inc.|-|2019-06-30|312000
0001493152-19-011846|1453593|XTANT MEDICAL HOLDINGS, INC.|US-MT|2019-06-30|3194000
0001453687-19-000104|1453687|SELECTA BIOSCIENCES INC|US-MA|2019-06-30|2463000
0001453814-19-000139|1453814|MEDIDATA SOLUTIONS, INC.|US-NY|2019-06-30|10672000
0001683168-19-003844|1454510|LNPR GROUP INC.|US-CA|2019-06-30|207582
0001104659-19-044710|1454789|Astria Therapeutics, Inc.|US-MA|2019-06-30|1390000
0001214659-19-005020|1455741|Ridgewood Energy X Fund, LLC|US-NJ|2019-06-30|291000
0001052918-19-000255|1455926|IRONCLAD ENCRYPTION CORP|US-TX|2019-06-30|619079
0001165527-19-000166|1456802|CENTURY COBALT CORP.|US-CA|2019-05-31|84678
0001457612-19-000123|1457612|GENOCEA BIOSCIENCES, INC.|US-MA|2019-06-30|1247000
0001214659-19-005014|1457919|Ridgewood Energy A-1 Fund, LLC|US-NJ|2019-06-30|107000
